epoch,acc,loss,val_acc,val_loss
0,0.7585608303546906,0.6640997727711996,0.17301531434059142,0.7249072670936585
1,0.9273257295290629,0.5120477298895518,0.15008062422275542,0.8473321199417114
2,0.9622472961743672,0.4477285623550415,0.9618025064468384,0.5913227081298829
3,0.970217490196228,0.403236190478007,0.9618074893951416,0.6421355605125427
4,0.977173125743866,0.37424747546513876,0.9618043780326844,0.6256055116653443
5,0.9766979177792867,0.3557903468608856,0.9618031263351441,0.5993917226791382
6,0.9799606204032898,0.3338308215141296,0.9618031263351441,0.5682350158691406
7,0.9807481169700623,0.31214986443519593,0.9618031263351441,0.5244350433349609
8,0.981738026936849,0.29477136333783466,0.9618031263351441,0.5176293611526489
9,0.9799501101175944,0.2800301849842072,0.9618031263351441,0.44285461902618406
10,0.9801342725753784,0.2688823401927948,0.9618031263351441,0.45750235915184023
11,0.9825969815254212,0.2488499144713084,0.9618031263351441,0.42294111251831057
12,0.9834317763646444,0.23255879481633504,0.9618078231811523,0.34080021977424624
13,0.9831516702969869,0.21672533750534057,0.9618650078773499,0.3244985580444336
14,0.9819497903188069,0.20026384095350902,0.9626299977302551,0.30237528681755066
15,0.9843562523523967,0.18036909500757853,0.9619921803474426,0.22844204008579255
16,0.9833009322484334,0.16610248883565268,0.9620193719863892,0.216278538107872
17,0.9823921918869019,0.1551895707845688,0.9636118650436402,0.20276252627372743
18,0.9835559368133545,0.14536764125029247,0.9644206285476684,0.19237636029720306
19,0.9850456277529399,0.1368436833222707,0.9666409373283387,0.17908667027950287
20,0.9847207347551982,0.1293653776248296,0.9676937580108642,0.17245581448078157
21,0.9841495831807454,0.12309578458468119,0.9700677990913391,0.16127786934375762
22,0.9863323012987772,0.11624763160943985,0.9748581290245056,0.14514248669147492
23,0.9853821913401286,0.11081797530253729,0.9760356187820435,0.13674745559692383
24,0.9840998888015747,0.1060592790444692,0.9782493829727172,0.12753165513277054
25,0.9855591694513957,0.10060151120026907,0.9812737345695496,0.1154749110341072
26,0.9847178141276042,0.09588140646616618,0.9838431358337403,0.10601969957351684
27,0.9843013525009155,0.091932346423467,0.9855606198310852,0.09830601811408997
28,0.9849569797515869,0.08745685120423635,0.9875159382820129,0.09044460058212281
29,0.9854876041412354,0.08387093792359034,0.9866568684577942,0.08858259618282319
30,0.9856737534205119,0.08033730039993922,0.9873178124427795,0.08371695876121521
31,0.9852780143419901,0.07720419913530349,0.989785635471344,0.07495645582675933
32,0.9850437442461649,0.07455826203028361,0.9909393787384033,0.0699377954006195
33,0.98482240041097,0.07186899284521739,0.9904443740844726,0.06786492019891739
34,0.9859692772229512,0.06892457256714503,0.9912359476089477,0.06445231586694718
35,0.9860147873560587,0.06664406086007754,0.9905325055122376,0.06272623240947724
36,0.9845666686693827,0.06450409715374311,0.9904425024986268,0.06136232316493988
37,0.9848447839419047,0.062114678074916205,0.9903337597846985,0.059724409878253934
38,0.9844343741734822,0.06039582913120588,0.9906306266784668,0.05697964280843735
39,0.986767299969991,0.05804891188939412,0.9913499832153321,0.056340905278921126
40,0.9852931340535481,0.05663778334856033,0.9917196869850159,0.05248679369688034
41,0.9853417634963989,0.05473418931166331,0.990496563911438,0.05426531955599785
42,0.9852369825045267,0.05349998474121094,0.9916853070259094,0.049741773307323454
43,0.9855840603510538,0.0513424610098203,0.9921690583229065,0.04752271473407745
44,0.9856105287869771,0.049937701970338824,0.9914559364318848,0.047277883440256116
45,0.984569791952769,0.04894978826244672,0.9913903117179871,0.047970383614301684
46,0.985966145992279,0.04810557117064794,0.9921081304550171,0.04489558339118958
47,0.9866137464841207,0.047002203017473224,0.9920746922492981,0.04334281235933304
48,0.9853221893310546,0.04565696716308594,0.9917818784713746,0.04378318712115288
49,0.9853598992029826,0.04400383854905764,0.9922399997711182,0.04272698238492012
50,0.9865358352661133,0.04266932581861814,0.9918974995613098,0.040553951263427736
51,0.985434885819753,0.042128755648930864,0.9919149875640869,0.03966812491416931
52,0.9849788546562195,0.041100737949212394,0.9922953128814698,0.03989342227578163
53,0.9861641685167949,0.040459599594275156,0.9923587560653686,0.03952924758195877
54,0.986577300230662,0.03944451982776324,0.9924959540367126,0.036891528964042665
55,0.9863912502924601,0.03882274255156517,0.9925734400749207,0.03665855601429939
56,0.9859798987706502,0.037821177889903385,0.99206063747406,0.03608931452035904
57,0.9860387603441875,0.03707588960727056,0.9913284301757812,0.0363002210855484
58,0.9847152074178059,0.036817931880553566,0.9901134252548218,0.037910903245210646
59,0.9861616730690003,0.03569228574633598,0.9924562454223633,0.0340592049062252
60,0.9858626127243042,0.035175604869922,0.9912328243255615,0.034685928374528885
61,0.9857859373092651,0.034590627253055575,0.9917893767356872,0.03313794583082199
62,0.9859379172325134,0.03394950516521931,0.9899868726730346,0.03644648045301437
63,0.9868387500445048,0.033589895566304526,0.990524685382843,0.03605254590511322
64,0.9847028136253357,0.033572518328825636,0.9921424984931946,0.031202378496527673
65,0.9863887508710225,0.03253880540529887,0.9917043685913086,0.031510140746831894
66,0.9869696895281473,0.03160977102816105,0.9909159302711487,0.032537976279854774
67,0.9854659318923951,0.031985984494288765,0.9923468708992005,0.030268702656030655
68,0.9851131161053975,0.031078703825672467,0.9930140614509583,0.027907635644078256
69,0.9860758344332378,0.03132697443167368,0.9911062479019165,0.03101515620946884
70,0.9859626015027364,0.030473626156648,0.9907890677452087,0.03135821409523487
71,0.9874627033869425,0.03033669056991736,0.9932549953460693,0.027542103454470633
72,0.9872090617815653,0.02970039521654447,0.9905659317970276,0.032205100357532504
73,0.9854904174804687,0.029251678908864657,0.9913371920585632,0.03056893087923527
74,0.9863420804341634,0.028528880327939987,0.9918052911758423,0.02930482029914856
75,0.9875567595163981,0.027898519982894263,0.992463755607605,0.028012989461421965
76,0.9862838546435039,0.027890422816077867,0.9913353085517883,0.02940990626811981
77,0.9878588557243347,0.027247942984104156,0.9924874901771545,0.029586626589298247
78,0.9872852166493734,0.027704994753003122,0.9910521864891052,0.028567726910114288
79,0.9864458282788594,0.02794456047316392,0.9912453055381775,0.02841186262667179
80,0.987390406926473,0.026482820262511572,0.9913253068923951,0.027523897215723993
81,0.9847720861434937,0.02731296755373478,0.9919196963310242,0.026109876111149788
82,0.9872181216875712,0.02604691373805205,0.9931443691253662,0.02431983910501003
83,0.9866960406303406,0.02623711290458838,0.9905531287193299,0.029282423853874206
84,0.9864386439323425,0.02591753825545311,0.991909670829773,0.025777274370193483
85,0.985501249631246,0.02579031971593698,0.9920849919319152,0.025634052231907845
86,0.9874013582865397,0.02510438524186611,0.9919118762016297,0.02551346309483051
87,0.9876404166221618,0.02465906341870626,0.9919159412384033,0.02564580664038658
88,0.9881233294804891,0.024414993450045587,0.9917512536048889,0.02536011002957821
89,0.9880685369173686,0.023893570899963378,0.9921906232833863,0.02503512166440487
90,0.9863779187202454,0.024476179604729018,0.9926153063774109,0.024203811213374136
91,0.9872510433197021,0.023892198999722798,0.9909024953842163,0.026990871876478195
92,0.9864888509114583,0.02360609546303749,0.9911050081253052,0.026198390871286392
93,0.9861721873283387,0.023571791127324104,0.9923512578010559,0.02348859906196594
94,0.9874020695686341,0.023196765159567197,0.9920881390571594,0.024272534251213073
95,0.9866880257924397,0.023458406080802283,0.992372190952301,0.02342330850660801
96,0.9860442638397217,0.02343673010667165,0.9914490580558777,0.02486341930925846
97,0.9864251017570496,0.023274262497822443,0.9926515698432923,0.022500042617321015
98,0.9855511426925659,0.022899051507314045,0.9918265581130982,0.024020402133464812
99,0.986183226108551,0.02278908354540666,0.9924259543418884,0.0225307647138834
100,0.9867234388987224,0.02240950850148996,0.9920774936676026,0.023696427419781684
101,0.9867239554723104,0.022541861732800803,0.9917515635490417,0.024854836985468864
102,0.9874361515045166,0.022940586507320403,0.992338752746582,0.02314526364207268
103,0.9854467749595642,0.02292119140426318,0.9916253209114074,0.02393268160521984
104,0.9867633422215779,0.02225117323299249,0.9922643661499023,0.02289819046854973
105,0.9856497844060262,0.02226031248768171,0.9904465675354004,0.026159295812249184
106,0.9880319794019063,0.02140704890092214,0.9908459305763244,0.02506389021873474
107,0.9872472802797954,0.021369872738917668,0.9918490648269653,0.02292034924030304
108,0.9878986477851868,0.02097942183415095,0.992840313911438,0.021497176960110664
109,0.9874236424763997,0.02142076678574085,0.9919784307479859,0.02322431318461895
110,0.9883114616076152,0.021034609029690423,0.9917725086212158,0.02339319884777069
111,0.9869329134623209,0.02153214452167352,0.9921493649482727,0.022701968997716905
112,0.9868222872416178,0.021103119725982347,0.9920753121376038,0.02236795239150524
113,0.9868643760681153,0.020967024813095727,0.9928693771362305,0.020868252962827682
114,0.987926455338796,0.020353713383277256,0.9926390647888184,0.023757237941026688
115,0.9885358293851216,0.019830510144432385,0.9918878078460693,0.022938179224729537
116,0.9870391686757406,0.02030220776796341,0.9918931245803833,0.02234126292169094
117,0.987073024113973,0.020634002735217413,0.9912459373474121,0.024268319830298424
118,0.9864257295926412,0.020519001285235088,0.9920493721961975,0.022816277295351028
119,0.9872574925422668,0.020112904037038484,0.9925756216049194,0.021147898584604263
120,0.987667711575826,0.019637226685881616,0.9924756288528442,0.020985664799809456
121,0.9872245828310648,0.019649713113904,0.992912495136261,0.020021530985832214
122,0.9872014641761779,0.019589483986298242,0.9930456280708313,0.019874778017401694
123,0.9874468763669332,0.019399584705630937,0.9926121830940247,0.020400111004710196
124,0.9884293754895528,0.0188662006209294,0.9928128123283386,0.02040649317204952
125,0.9857213576634725,0.01967459060251713,0.9925015807151795,0.020837897434830666
126,0.98687770764033,0.019184979423880578,0.9921000003814697,0.021215342730283738
127,0.9866646885871887,0.019257170458634693,0.9923237442970276,0.02083696275949478
128,0.9873557329177857,0.019167553633451462,0.9924596905708313,0.020592857897281647
129,0.9870546936988831,0.01910339146852493,0.9917431354522706,0.022230908647179602
130,0.987508757909139,0.018555700282255807,0.9921528100967407,0.021143511682748795
131,0.9881818691889445,0.018032388637463252,0.991719377040863,0.022032753750681876
132,0.9873765627543132,0.018547770753502845,0.9914940595626831,0.0222373615950346
133,0.9875388542811075,0.018785033995906513,0.9919209361076355,0.02179899178445339
134,0.9865755279858907,0.019200776517391206,0.9921518802642822,0.020609449222683908
135,0.9885641654332479,0.01796861787637075,0.9914234399795532,0.022426310181617736
136,0.9869461377461751,0.018403365463018417,0.9926268696784973,0.019911639392375946
137,0.9879642724990845,0.017876130901277064,0.9922753214836121,0.021039080619812012
138,0.9873378157615662,0.01848162276049455,0.9918706297874451,0.020856989547610283
139,0.9877518733342489,0.018326174964507422,0.991712498664856,0.021693863347172736
140,0.9865129152933757,0.018918511954446635,0.9920712471008301,0.02088613174855709
141,0.9866447925567627,0.018430933480461438,0.9914546847343445,0.0215373232960701
142,0.9861664573351542,0.01830286867916584,0.9916221857070923,0.02182026468217373
